STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
56|001|0103|CENTENNIAL SCHOOL|CENTENNIAL SCHOOL Voting District
56|001|0104|ROCK RIVER TOWN HALL|ROCK RIVER TOWN HALL Voting District
56|001|0111|SHARON WALKER'S HOME|SHARON WALKER'S HOME Voting District
56|001|0112|DON ROBBIN'S HOME|DON ROBBIN'S HOME Voting District
56|001|0113|MARSHALL COMMUNITY HALL|MARSHALL COMMUNITY HALL Voting District
56|001|0114|11-4|11-4 Voting District
56|001|0115|NORTH ALBANY COMMUNITY HALL|NORTH ALBANY COMMUNITY HALL Voting District
56|001|0121|ALBANY COUNTY FAIRGROUNDS|ALBANY COUNTY FAIRGROUNDS Voting District
56|001|0122|HARMONY SCHOOL|HARMONY SCHOOL Voting District
56|001|0301|SLADE SCHOOL|SLADE SCHOOL Voting District
56|001|0312|31-2|31-2 Voting District
56|001|0313|0313|0313 Voting District
56|001|0314|31-4|31-4 Voting District
56|001|0402|NATIONAL GUARD ARMORY|NATIONAL GUARD ARMORY Voting District
56|001|04131|41-3-1|41-3-1 Voting District
56|001|0501|ALBANY COUNTY LIBRARY|ALBANY COUNTY LIBRARY Voting District
56|001|0511|51-1|51-1 Voting District
56|001|0512|51-2|51-2 Voting District
56|001|0514|51-4|51-4 Voting District
56|001|0515|51-5|51-5 Voting District
56|001|0516|51-6|51-6 Voting District
56|001|0601|THAYER SCHOOL|THAYER SCHOOL Voting District
56|001|0602|BEITEL SCHOOL|BEITEL SCHOOL Voting District
56|001|0614|61-4|61-4 Voting District
56|001|41-1|41-1|41-1 Voting District
56|001|41-2|41-2|41-2 Voting District
56|001|41-4|41-4|41-4 Voting District
56|003|0101|BASIN|BASIN Voting District
56|003|0201|BURLINGTON|BURLINGTON Voting District
56|003|0301|OTTO|OTTO Voting District
56|003|0501|EMBLEM|EMBLEM Voting District
56|003|0601|HYATTVILLE|HYATTVILLE Voting District
56|003|0801|MANDERSON|MANDERSON Voting District
56|003|1101|GREYBULL|GREYBULL Voting District
56|003|1601|SHELL|SHELL Voting District
56|003|2001|LOVELL|LOVELL Voting District
56|003|2201|COWLEY|COWLEY Voting District
56|003|2301|BYRON|BYRON Voting District
56|003|2501|DEAVER|DEAVER Voting District
56|003|2601|FRANNIE|FRANNIE Voting District
56|005|0101|GILLETTE #1|GILLETTE #1 Voting District
56|005|0102|GILLETTE #2|GILLETTE #2 Voting District
56|005|0103|GILLETTE #3|GILLETTE #3 Voting District
56|005|0104|GILLETTE #4|GILLETTE #4 Voting District
56|005|0105|GILLETTE #5|GILLETTE #5 Voting District
56|005|0107|GILLETTE #7|GILLETTE #7 Voting District
56|005|0108|GILLETTE #8|GILLETTE #8 Voting District
56|005|0109|GILLETTE #9|GILLETTE #9 Voting District
56|005|0110|GILLETTE #10|GILLETTE #10 Voting District
56|005|0111|GILLETTE #11|GILLETTE #11 Voting District
56|005|0112|GILLETTE #12|GILLETTE #12 Voting District
56|005|0113|GILLETTE #13|GILLETTE #13 Voting District
56|005|0114|GILLETTE #14|GILLETTE #14 Voting District
56|005|0115|GILLETTE #15|GILLETTE #15 Voting District
56|005|0116|GILLETTE #16|GILLETTE #16 Voting District
56|005|0117|GILLETTE #17|GILLETTE #17 Voting District
56|005|0118|GILLETTE #18|GILLETTE #18 Voting District
56|005|0119|GILLETTE #19|GILLETTE #19 Voting District
56|005|0120|GILLETTE #20|GILLETTE #20 Voting District
56|005|0121|GILLETTE #21|GILLETTE #21 Voting District
56|005|0201|CAMPLEX-ENERGY HALL #1|CAMPLEX-ENERGY HALL #1 Voting District
56|005|0301|COUNTY SHOP|COUNTY SHOP Voting District
56|005|0401|ROZET SCHOOL|ROZET SCHOOL Voting District
56|005|0501|KC HALL|KC HALL Voting District
56|005|0601|RAWHIDE SCHOOL #1|RAWHIDE SCHOOL #1 Voting District
56|005|0701|RECLUSE SCHOOL|RECLUSE SCHOOL Voting District
56|005|0801|CAMPLEX-ENERGY HALL|CAMPLEX-ENERGY HALL Voting District
56|005|0901|1st METHODIST CHURCH|1st METHODIST CHURCH Voting District
56|005|1201|MARK HAIGHT RESIDENCE|MARK HAIGHT RESIDENCE Voting District
56|005|1301|4-J SCHOOL #1|4-J SCHOOL #1 Voting District
56|005|1401|WRIGHT TOWN HALL|WRIGHT TOWN HALL Voting District
56|005|1402|WRIGHT TOWN HALL #1|WRIGHT TOWN HALL #1 Voting District
56|005|1801|CAMPLEX-ENERGY HALL #2|CAMPLEX-ENERGY HALL #2 Voting District
56|005|1901|CONESTOGA SCHOOL #1|CONESTOGA SCHOOL #1 Voting District
56|005|2201|CONESTOGA SCHOOL|CONESTOGA SCHOOL Voting District
56|007|0101|RAWLINS01-01|RAWLINS01-01 Voting District
56|007|0102|RAWLINS01-02|RAWLINS01-02 Voting District
56|007|0201|RAWLINS02-01|RAWLINS02-01 Voting District
56|007|0202|RAWLINS02-02|RAWLINS02-02 Voting District
56|007|0301|RAWLINS03-01|RAWLINS03-01 Voting District
56|007|0302|RAWLINS03-02|RAWLINS03-02 Voting District
56|007|0401|MUDDY GAP|MUDDY GAP Voting District
56|007|0601|LEO|LEO Voting District
56|007|0701|MEDICINE BOW|MEDICINE BOW Voting District
56|007|0801|HANNA|HANNA Voting District
56|007|0901|ELK MOUNTAIN|ELK MOUNTAIN Voting District
56|007|1001|MCFADDEN|MCFADDEN Voting District
56|007|1101|SARATOGA INSIDE|SARATOGA INSIDE Voting District
56|007|1102|SARATOGA OUTSIDE|SARATOGA OUTSIDE Voting District
56|007|1201|ENCAMPMENT|ENCAMPMENT Voting District
56|007|1202|RIVERSIDE|RIVERSIDE Voting District
56|007|1401|AVERY/DIXON|AVERY/DIXON Voting District
56|007|1501|BAGGS|BAGGS Voting District
56|007|1601|SINCLAIR|SINCLAIR Voting District
56|009|0101|LOST SPRINGS|LOST SPRINGS Voting District
56|009|0202|ORIN|ORIN Voting District
56|009|0301|GUTHRIE|GUTHRIE Voting District
56|009|0404|DOUGLAS RURAL|DOUGLAS RURAL Voting District
56|009|0606|BOXELDER|BOXELDER Voting District
56|009|0707|LA PRELE|LA PRELE Voting District
56|009|0808|East Antelope|East Antelope Voting District
56|009|0901|GLENROCK EAST|GLENROCK EAST Voting District
56|009|0902|GLENROCK WEST|GLENROCK WEST Voting District
56|009|1010|RURAL GLENROCK|RURAL GLENROCK Voting District
56|009|1111|ROLLING HILLS|ROLLING HILLS Voting District
56|009|1313|DRY CREEK|DRY CREEK Voting District
56|009|2020|ORPHA|ORPHA Voting District
56|009|2301|DOUGLAS NORTHEAST|DOUGLAS NORTHEAST Voting District
56|009|2302|DOUGLAS NORTHWEST|DOUGLAS NORTHWEST Voting District
56|009|2303|DOUGLAS SOUTHWEST|DOUGLAS SOUTHWEST Voting District
56|009|2304|DOUGLAS COURTHOUSE|DOUGLAS COURTHOUSE Voting District
56|009|2305|DOUGLAS SOUTH|DOUGLAS SOUTH Voting District
56|009|2306|FAIRVIEW|FAIRVIEW Voting District
56|011|0101|SUNDANCE INSIDE NORTH|SUNDANCE INSIDE NORTH Voting District
56|011|0102|SUNDANCE INSIDE SOUTH|SUNDANCE INSIDE SOUTH Voting District
56|011|0202|SUNDANCE OUTSIDE|SUNDANCE OUTSIDE Voting District
56|011|0303|BEULAH|BEULAH Voting District
56|011|0707|ALADDIN|ALADDIN Voting District
56|011|0909|ALVA|ALVA Voting District
56|011|1111|TOWER JUNCTION|TOWER JUNCTION Voting District
56|011|1212|ELMORE|ELMORE Voting District
