STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
39|001|001AAA|BRATTON TOWNSHIP|BRATTON TOWNSHIP Voting District
39|001|001AAB|CEDAR MILLS|CEDAR MILLS Voting District
39|001|001AAC|LYNX|LYNX Voting District
39|001|001AAD|LOCUST GROVE|LOCUST GROVE Voting District
39|001|001AAE|GREEN TOWNSHIP|GREEN TOWNSHIP Voting District
39|001|001AAF|ROME VILLAGE|ROME VILLAGE Voting District
39|001|001AAG|CHURN CREEK|CHURN CREEK Voting District
39|001|001AAH|WAMSLEY|WAMSLEY Voting District
39|001|001AAI|LIBERTY SOUTH|LIBERTY SOUTH Voting District
39|001|001AAJ|MANCHESTER TOWNSHIP|MANCHESTER TOWNSHIP Voting District
39|001|001AAK|MANCHESTER A|MANCHESTER A Voting District
39|001|001AAL|MANCHESTER B|MANCHESTER B Voting District
39|001|001AAM|MANCHESTER C|MANCHESTER C Voting District
39|001|001AAN|JACKSONVILLE|JACKSONVILLE Voting District
39|001|001AAO|MINERAL SPRINGS|MINERAL SPRINGS Voting District
39|001|001AAP|PEEBLES EAST|PEEBLES EAST Voting District
39|001|001AAQ|PEEBLES WEST|PEEBLES WEST Voting District
39|001|001AAR|MONROE TOWNSHIP|MONROE TOWNSHIP Voting District
39|001|001AAS|OLIVER TOWNSHIP|OLIVER TOWNSHIP Voting District
39|001|001AAT|SEAMAN PRECINCT|SEAMAN PRECINCT
39|001|001AAU|SEAMAN VILLAGE|SEAMAN VILLAGE Voting District
39|001|001AAV|TRANQUILITY|TRANQUILITY Voting District
39|001|001AAW|BENTONVILLE|BENTONVILLE Voting District
39|001|001AAX|BRADYVILLE|BRADYVILLE Voting District
39|001|001AAY|TIFFIN EAST|TIFFIN EAST Voting District
39|001|001AAZ|TIFFIN WEST|TIFFIN WEST Voting District
39|001|001ABA|WEST UNION EAST|WEST UNION EAST Voting District
39|001|001ABB|WEST UNION NORTH|WEST UNION NORTH Voting District
39|001|001ABC|WEST UNION SOUTH|WEST UNION SOUTH Voting District
39|001|001ABD|WEST UNION WEST|WEST UNION WEST Voting District
39|001|001ABE|CHERRY FORK VILLAGE|CHERRY FORK VILLAGE Voting District
39|001|001ABF|WAYNE TOWNSHIP|WAYNE TOWNSHIP Voting District
39|001|001ABG|WINCHESTER TOWNSHIP|WINCHESTER TOWNSHIP Voting District
39|001|001ABH|WINCHESTER VILLAGE|WINCHESTER VILLAGE Voting District
39|001|001ABI|LIBERTY NORTH|LIBERTY NORTH Voting District
39|003|000057|American Twp I|American Twp I Voting District
39|003|003AAA|DELPHOS 1A|DELPHOS 1A Voting District
39|003|003AAC|DELPHOS 1B|DELPHOS 1B Voting District
39|003|003AAE|DELPHOS 2A|DELPHOS 2A Voting District
39|003|003AAG|DELPHOS 2B|DELPHOS 2B Voting District
39|003|003AAH|LIMA 1A|LIMA 1A Voting District
39|003|003AAJ|LIMA 1B|LIMA 1B Voting District
39|003|003AAK|LIMA 1C|LIMA 1C Voting District
39|003|003AAL|LIMA 1D|LIMA 1D Voting District
