STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
28|001|101|Courthouse|Courthouse Voting District
28|001|102|By-Pass Firestation|By-Pass Firestation Voting District
28|001|103|Bellemont|Bellemont Voting District
28|001|201|Liberty Park|Liberty Park Voting District
28|001|202|Duncan Park|Duncan Park Voting District
28|001|203|Beau Pre|Beau Pre Voting District
28|001|204|Kingston|Kingston Voting District
28|001|301|Concord|Concord Voting District
28|001|302|Convention Center|Convention Center Voting District
28|001|303|Maryland|Maryland Voting District
28|001|304|Palestine|Palestine Voting District
28|001|401|Northside School|Northside School Voting District
28|001|402|Thompson|Thompson Voting District
28|001|403|Pine Ridge|Pine Ridge Voting District
28|001|404|Carpenter|Carpenter Voting District
28|001|405|Morgantown|Morgantown Voting District
28|001|501|Foster Mound|Foster Mound Voting District
28|001|502|Airport|Airport Voting District
28|001|503|Oakland|Oakland Voting District
28|001|504|Washington|Washington Voting District
28|003|101|Five-Point|Five-Point Voting District
28|003|102|North Corinth|North Corinth Voting District
28|003|103|Wenasoga|Wenasoga Voting District
28|003|201|Central|Central Voting District
28|003|202|Glen|Glen Voting District
28|003|203|Jacinto|Jacinto Voting District
28|003|204|East Third Street|East Third Street Voting District
28|003|301|South Corinth|South Corinth Voting District
28|003|302|Biggersville|Biggersville Voting District
28|003|303|Rienzi|Rienzi Voting District
28|003|401|College Hill|College Hill Voting District
28|003|402|Kossuth|Kossuth Voting District
28|003|501|West Corinth|West Corinth Voting District
28|003|502|Union Center|Union Center Voting District
28|003|503|Bethel|Bethel Voting District
28|003|504|East Corinth|East Corinth Voting District
28|005|101|East Gloster|East Gloster Voting District
28|005|102|Liberty|Liberty Voting District
28|005|103|New Zion|New Zion Voting District
28|005|104|Zion Hill|Zion Hill Voting District
28|005|201|Ariel|Ariel Voting District
28|005|202|Berwick|Berwick Voting District
28|005|203|East Centreville|East Centreville Voting District
28|005|204|Street|Street Voting District
28|005|205|Amite River|Amite River Voting District
28|005|301|Crosby|Crosby Voting District
28|005|302|Gloster|Gloster Voting District
28|005|303|Homochitto|Homochitto Voting District
28|005|304|Oneil|Oneil Voting District
28|005|401|East Fork|East Fork Voting District
28|005|402|East Liberty|East Liberty Voting District
28|005|403|Smithdale|Smithdale Voting District
28|005|404|Tangipahoa|Tangipahoa Voting District
28|005|501|Riceville|Riceville Voting District
28|005|502|South Liberty|South Liberty Voting District
28|005|503|Tickfaw|Tickfaw Voting District
