STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
46|003|VTD-1|VTD-precinct 1|VTD-precinct 1
46|003|VTD-2|VTD-precinct 2|VTD-precinct 2
46|003|VTD-3|VTD-precinct 3|VTD-precinct 3
46|003|VTD-4|VTD-precinct 4|VTD-precinct 4
46|003|VTD-5|VTD-precinct 5|VTD-precinct 5
46|003|VTD-6|VTD-precinct 6|VTD-precinct 6
46|003|VTD-7|VTD-precinct 7|VTD-precinct 7
46|005|VTD-12|VTD-precinct 12|VTD-precinct 12
46|005|VTD-15|VTD-precinct 15|VTD-precinct 15
46|005|VTD-17|VTD-precinct 17|VTD-precinct 17
46|005|VTD-W1|VTD-Huron precinct W1|VTD-Huron precinct W1
46|005|VTD-W2|VTD-Huron precinct W2|VTD-Huron precinct W2
46|005|VTD-W3|VTD-Huron precinct W3|VTD-Huron precinct W3
46|005|VTDW71|VTD-Huron precinct W7-1|VTD-Huron precinct W7-1
46|005|VTDW72|VTD-Huron precinct W7-2|VTD-Huron precinct W7-2
46|005|VTDW81|VTD-Huron precinct W8-1|VTD-Huron precinct W8-1
46|005|VTDW82|VTD-Huron precinct W8-2|VTD-Huron precinct W8-2
46|007|VTD-02|VTD - Martin Ward 2 Part of Martin City precinct|VTD - Martin Ward 2 Part of Martin City precinct
46|007|VTD-05|VTD - Martin Ward 1 Part of Martin City precinct|VTD - Martin Ward 1 Part of Martin City precinct
46|007|VTD-06|VTD - Martin Ward 3 Part of Martin City precinct|VTD - Martin Ward 3 Part of Martin City precinct
46|007|VTD-1|VTD - Allen|VTD - Allen
46|007|VTD-26|VTD - MR 26|VTD - MR 26
46|007|VTD-27|VTD - MR 27|VTD - MR 27
46|007|VTD-3|VTD-Tuthill|VTD-Tuthill
46|007|VTD-4|VTD - Vetal|VTD - Vetal
46|009|VTD-1|VTD-Scotland precinct 1|VTD-Scotland precinct 1
46|009|VTD-2|VTD-Avon precinct 2|VTD-Avon precinct 2
46|009|VTD-3|VTD-Tyndall precinct 3|VTD-Tyndall precinct 3
