STATEFP|COUNTYFP|DISTRICT|NAME|NAMELSAD
37|001|01|01|Voting District 01
37|001|02|02|Voting District 02
37|001|035|035|Voting District 035
37|001|03C|03C|Voting District 03C
37|001|03N|03N|Voting District 03N
37|001|03S|03S|Voting District 03S
37|001|03W|03W|Voting District 03W
37|001|04|04|Voting District 04
37|001|05|05|Voting District 05
37|001|063|063|Voting District 063
37|001|064|064|Voting District 064
37|001|06E|06E|Voting District 06E
37|001|06N|06N|Voting District 06N
37|001|06S|06S|Voting District 06S
37|001|06W|06W|Voting District 06W
37|001|07|07|Voting District 07
37|001|08N|08N|Voting District 08N
37|001|08S|08S|Voting District 08S
37|001|09N|09N|Voting District 09N
37|001|09S|09S|Voting District 09S
37|001|103|103|Voting District 103
37|001|10N|10N|Voting District 10N
37|001|10S|10S|Voting District 10S
37|001|11|11|Voting District 11
37|001|1210|1210|Voting District 1210
37|001|124|124|Voting District 124
37|001|125|125|Voting District 125
37|001|126|126|Voting District 126
37|001|127|127|Voting District 127
37|001|128|128|Voting District 128
37|001|129|129|Voting District 129
37|001|12E|12E|Voting District 12E
37|001|12N|12N|Voting District 12N
37|001|12S|12S|Voting District 12S
37|001|12W|12W|Voting District 12W
37|001|13|13|Voting District 13
37|003|B1|B1|Voting District B1
37|003|B2|B2|Voting District B2
37|003|E|E|Voting District E
37|003|G1|G1|Voting District G1
37|003|G2|G2|Voting District G2
37|003|L|L|Voting District L
37|003|M|M|Voting District M
37|003|S1|S1|Voting District S1
37|003|S2|S2|Voting District S2
37|003|SL|SL|Voting District SL
37|003|T1|T1|Voting District T1
37|003|T2|T2|Voting District T2
37|003|T3|T3|Voting District T3
37|003|T4|T4|Voting District T4
37|003|T5|T5|Voting District T5
37|003|W|W|Voting District W
37|005|01|01|Voting District 01
37|005|02|02|Voting District 02
37|005|03|03|Voting District 03
37|005|04|04|Voting District 04
37|005|05|05|Voting District 05
37|005|06|06|Voting District 06
37|005|07|07|Voting District 07
37|007|ANS|ANS|Voting District ANS
37|007|BURN|BURN|Voting District BURN
37|007|GULL|GULL|Voting District GULL
37|007|LILE|LILE|Voting District LILE
37|007|MM|MM|Voting District MM
37|007|PEAC|PEAC|Voting District PEAC
37|007|POLK|POLK|Voting District POLK
37|007|W1|W1|Voting District W1
37|007|W2|W2|Voting District W2
37|007|W3|W3|Voting District W3
37|007|WS|WS|Voting District WS
37|009|02|02|Voting District 02
37|009|03|03|Voting District 03
37|009|04|04|Voting District 04
37|009|06|06|Voting District 06
